#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 11
1 83 294 303 405 47.05 0 0 1 1 0 0
2 296 249 305 338 12.60 0 0 1 1 0 0
3 88 232 235 311 30.27 0 0 1 1 0 0
4 755 155 292 397 6.85 0 0 1 1 0 0
5 325 254 260 394 9.35 0 0 1 1 0 0
6 385 198 138 248 5.35 0 0 1 1 0 0
7 9 335 406 500 17.48 0 0 1 1 0 0
8 962 200 251 305 7.48 0 0 1 1 0 0
9 103 121 311 413 30.05 0 0 1 1 0 0
10 1540 210 338 406 9.07 0 0 1 1 0 0
11 217 343 400 495 25.62 0 0 1 1 0 0
