#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 15
1 574 167 286 316 4.45 0 0 1 1 0 0
2 445 124 227 325 4.45 0 0 1 1 0 0
3 218 159 235 311 5.42 0 0 1 1 0 0
4 344 171 186 254 3.47 0 0 1 1 0 0
5 6749 184 146 198 2.30 0 0 1 1 0 0
6 599 273 155 201 3.43 0 0 1 1 0 0
7 108 135 213 316 4.40 0 0 1 1 0 0
8 831 191 191 254 3.83 0 0 1 1 0 0
9 994 135 213 317 4.40 0 0 1 1 0 0
10 1586 185 179 238 4.03 0 0 1 1 0 0
11 1143 270 151 197 3.43 0 0 1 1 0 0
12 225 186 180 241 3.83 0 0 1 1 0 0
13 55 136 278 402 8.15 0 0 1 1 0 0
14 85 159 179 238 3.33 0 0 1 1 0 0
15 354 118 180 241 2.40 0 0 1 1 0 0
