#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 12
1 432 124 227 325 4.45 0 0 1 1 0 0
2 855 159 235 311 5.42 0 0 1 1 0 0
3 8585 184 146 198 2.30 0 0 1 1 0 0
4 651 273 155 201 3.43 0 0 1 1 0 0
5 900 185 179 238 3.83 0 0 1 1 0 0
6 185 136 278 402 8.15 0 0 1 1 0 0
7 773 270 151 197 3.43 0 0 1 1 0 0
8 538 167 286 316 4.45 0 0 1 1 0 0
9 512 118 180 241 2.40 0 0 1 1 0 0
10 828 191 191 254 4.03 0 0 1 1 0 0
11 39 135 213 316 4.40 0 0 1 1 0 0
12 456 135 213 317 4.40 0 0 1 1 0 0
