#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 14
1 137 157 398 459 6.78 0 0 1 1 0 0
2 301 318 400 495 11.20 0 0 1 1 0 0
3 251 178 284 333 4.15 0 0 1 1 0 0
4 1336 273 327 398 10.93 0 0 1 1 0 0
5 146 225 244 305 6.00 0 0 1 1 0 0
6 274 254 298 332 5.40 0 0 1 1 0 0
7 196 92 249 330 7.18 0 0 1 1 0 0
8 388 114 208 279 6.47 0 0 1 1 0 0
9 603 216 235 337 10.20 0 0 1 1 0 0
10 356 198 138 248 3.35 0 0 1 1 0 0
11 155 268 338 406 10.62 0 0 1 1 0 0
12 192 200 237 251 8.90 0 0 1 1 0 0
13 82 232 235 311 18.93 0 0 1 1 0 0
14 233 191 203 305 1.30 0 0 1 1 0 0
