#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 15
1 530 114 208 279 3.75 0 0 1 1 0 0
2 43 278 364 389 5.17 0 0 1 1 0 0
3 131 121 311 413 10.85 0 0 1 1 0 0
4 199 225 244 305 3.47 0 0 1 1 0 0
5 380 232 233 311 10.77 0 0 1 1 0 0
6 374 295 338 406 5.47 0 0 1 1 0 0
7 255 273 332 398 4.68 0 0 1 1 0 0
8 599 254 155 248 2.70 0 0 1 1 0 0
9 1198 198 243 297 5.40 0 0 1 1 0 0
10 817 86 211 279 3.23 0 0 1 1 0 0
11 112 232 235 311 10.93 0 0 1 1 0 0
12 212 268 338 406 6.12 0 0 1 1 0 0
13 118 292 206 414 5.55 0 0 1 1 0 0
14 399 197 260 308 4.55 0 0 1 1 0 0
15 3064 116 233 308 5.58 0 0 1 1 0 0
