#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 15
1 976 155 254 298 1.29 0 0 1 1 0 0
2 206 289 200 343 3.47 0 0 1 1 0 0
3 247 318 400 495 4.48 0 0 1 1 0 0
4 608 157 338 487 2.55 0 0 1 1 0 0
5 319 114 208 279 2.59 0 0 1 1 0 0
6 26 278 364 389 3.58 0 0 1 1 0 0
7 300 208 248 297 4.00 0 0 1 1 0 0
8 157 230 281 371 2.36 0 0 1 1 0 0
9 495 216 235 337 4.08 0 0 1 1 0 0
10 574 155 292 397 1.71 0 0 1 1 0 0
11 247 254 260 394 2.34 0 0 1 1 0 0
12 225 295 338 406 3.80 0 0 1 1 0 0
13 732 200 251 305 1.87 0 0 1 1 0 0
14 120 152 305 467 10.35 0 0 1 1 0 0
15 642 198 197 254 2.07 0 0 1 1 0 0
