#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 10
1 885 191 279 419 8.49 0 0 1 1 0 0
2 170 152 305 467 7.60 0 0 1 1 0 0
3 341 197 260 308 2.32 0 0 1 1 0 0
4 426 208 248 297 2.94 0 0 1 1 0 0
5 352 318 400 495 3.29 0 0 1 1 0 0
6 912 198 197 254 1.52 0 0 1 1 0 0
7 229 92 249 330 2.11 0 0 1 1 0 0
8 864 300 327 398 2.62 0 0 1 1 0 0
9 320 254 298 332 1.59 0 0 1 1 0 0
10 197 210 232 298 1.86 0 0 1 1 0 0
