#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 10
1 877 216 235 337 4.21 0 0 1 1 0 0
2 638 254 155 248 1.93 0 0 1 1 0 0
3 4248 210 140 244 0.61 0 0 1 1 0 0
4 245 210 232 298 2.61 0 0 1 1 0 0
5 398 295 338 406 3.92 0 0 1 1 0 0
6 339 206 243 254 1.57 0 0 1 1 0 0
7 565 114 208 279 2.68 0 0 1 1 0 0
8 398 249 305 338 3.25 0 0 1 1 0 0
9 212 206 254 305 1.66 0 0 1 1 0 0
10 292 343 400 495 6.61 0 0 1 1 0 0
