#camion 1
1 2572 16015 2743 20502.4 914 11176 10296.5 10205.8
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 10
1 435 206 254 305 1.71 0 0 1 1 0 0
2 1245 206 243 254 1.48 0 0 1 1 0 0
3 322 206 254 406 2.49 0 0 1 1 0 0
4 6369 199 107 250 0.92 0 0 1 1 0 0
5 862 230 281 371 2.22 0 0 1 1 0 0
6 534 208 171 297 2.10 0 0 1 1 0 0
7 158 167 162 324 0.70 0 0 1 1 0 0
8 450 167 162 381 0.77 0 0 1 1 0 0
9 773 208 306 344 3.58 0 0 1 1 0 0
10 29 200 192 330 2.19 0 0 1 1 0 0
