#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 15
1 31 278 364 389 3.18 0 0 1 1 0 0
2 435 254 155 248 1.66 0 0 1 1 0 0
3 190 200 237 251 3.16 0 0 1 1 0 0
4 598 216 235 337 3.63 0 0 1 1 0 0
5 362 208 248 297 3.56 0 0 1 1 0 0
6 81 232 235 311 6.73 0 0 1 1 0 0
7 607 116 267 356 4.22 0 0 1 1 0 0
8 335 116 233 311 3.38 0 0 1 1 0 0
9 734 157 338 487 2.27 0 0 1 1 0 0
10 272 254 298 332 1.92 0 0 1 1 0 0
11 1178 155 254 298 1.15 0 0 1 1 0 0
12 734 300 327 398 3.17 0 0 1 1 0 0
13 145 225 244 305 2.13 0 0 1 1 0 0
14 231 206 243 254 1.36 0 0 1 1 0 0
15 244 206 254 378 1.96 0 0 1 1 0 0
