#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 12
1 232 249 305 338 1.98 0 0 1 1 0 0
2 644 191 279 419 7.26 0 0 1 1 0 0
3 124 206 254 305 1.01 0 0 1 1 0 0
4 314 226 245 305 1.51 0 0 1 1 0 0
5 213 178 284 333 1.04 0 0 1 1 0 0
6 198 191 203 305 0.33 0 0 1 1 0 0
7 745 198 243 297 2.35 0 0 1 1 0 0
8 209 206 254 378 1.38 0 0 1 1 0 0
9 1716 159 292 337 1.50 0 0 1 1 0 0
10 1906 116 233 308 2.43 0 0 1 1 0 0
11 520 116 267 356 2.98 0 0 1 1 0 0
12 256 318 400 495 2.81 0 0 1 1 0 0
