#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5
#pallet 4
1 800 1200 144 25.0 1500
2 1000 1200 144 35.0 1245
3 800 600 144 9.5 750
4 1000 600 144 14.0 500
#productos 13
1 690 171 186 254 1.34 0 0 1 1 0 0
2 3126 185 179 238 1.47 0 0 1 1 0 0
3 2859 184 146 198 0.89 0 0 1 1 0 0
4 632 118 180 241 0.92 0 0 1 1 0 0
5 343 159 235 311 2.08 0 0 1 1 0 0
6 1934 191 191 254 1.47 0 0 1 1 0 0
7 1983 135 213 317 1.70 0 0 1 1 0 0
8 72 124 227 325 1.72 0 0 1 1 0 0
9 230 159 179 238 1.28 0 0 1 1 0 0
10 230 160 180 241 1.28 0 0 1 1 0 0
11 101 186 180 241 1.47 0 0 1 1 0 0
12 170 273 155 201 1.32 0 0 1 1 0 0
13 1191 270 151 197 1.32 0 0 1 1 0 0
