#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 118 205 254 308 4.86 0 0 1 118 13  18  6  8 
2 296 289 200 343 3.45 0 0 1 296 15  19  7  9 
3 183 268 338 406 4.22 0 0 1 183 6  10  2  3 
4 150 211 251 319 4.57 0 0 1 150 13  18  6  8 
5 199 210 232 298 2.52 0 0 1 199 15  20  6  8 
6 91 294 303 405 11.69 0 0 1 91 6  10  2  3 
7 193 174 233 394 1.50 0 0 1 192 21  27  9  12 
8 161 157 398 459 2.69 0 0 1 161 15  18  5  6 
9 2381 159 292 337 2.37 0 0 1 2380 20  24  10  12 
10 872 300 327 398 3.55 0 0 1 872 6  9  2  3 
11 220 273 332 398 3.21 0 0 1 220 6  10  2  3 
12 226 200 237 251 3.53 0 0 1 226 20  25  8  10 
85584526386 85583492898
