#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 13
1 154 206 254 305 4.47 0 0 1 154 13  18  6  8 
2 290 295 338 406 10.55 0 0 1 290 6  9  2  3 
3 174 174 233 394 4.20 0 0 1 174 21  27  9  12 
4 740 155 292 397 4.75 0 0 1 740 20  24  10  12 
5 174 275 302 348 26.10 0 0 1 174 6  10  2  3 
6 387 208 248 297 11.10 0 0 1 387 13  18  6  8 
7 91 292 206 414 10.70 0 0 1 91 13  17  5  7 
8 178 210 232 298 7.03 0 0 1 178 15  20  6  8 
9 290 249 305 338 8.75 0 0 1 290 9  12  3  4 
10 212 343 400 495 17.80 0 0 1 212 6  6  2  2 
11 943 200 251 305 5.20 0 0 1 943 16  21  8  10 
12 3091 210 140 244 1.65 0 0 1 3091 29  38  14  18 
13 319 254 260 394 6.50 0 0 1 318 12  12  6  6 
83112629020 78537997952
