#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5 2400 16000 2447
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 11
1 570 136 254 384 2.34 0 0 1 570 24  30  11  14 
2 1764 95 203 270 0.89 0 0 1 1764 46  56  22  26 
3 4811 73 298 398 0.82 0 0 1 4810 40  52  20  26 
4 294 144 235 311 2.48 0 0 1 294 26  33  11  14 
5 566 93 235 311 1.59 0 0 1 566 42  52  17  22 
6 1912 143 227 305 2.48 0 0 1 1912 27  33  11  14 
7 543 191 191 254 2.01 0 0 1 543 24  30  12  15 
8 325 167 180 241 1.81 0 0 1 325 26  33  12  15 
9 767 186 203 333 2.38 0 0 1 767 22  28  10  13 
10 255 87 241 359 1.84 0 0 1 255 40  53  20  26 
11 102 171 186 254 1.88 0 0 1 102 24  30  12  15 
83897208070 83897208070
