#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 10
1 578 92 249 330 2.28 0 0 1 578 37  46  17  21 
2 2060 155 292 397 1.36 0 0 1 2060 20  24  10  12 
3 686 206 243 254 1.21 0 0 1 686 13  18  6  8 
4 727 206 254 378 1.74 0 0 1 727 13  18  6  8 
5 861 197 260 308 2.50 0 0 1 861 16  21  8  10 
6 430 225 244 305 1.90 0 0 1 430 13  18  6  8 
7 1763 86 211 279 1.76 0 0 1 1763 48  61  21  27 
8 255 292 206 414 3.05 0 0 1 255 13  17  5  7 
9 242 232 235 311 6.00 0 0 1 242 15  20  6  8 
10 228 294 303 405 9.32 0 0 1 228 6  10  2  3 
85424108665 85424108665
