#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 232 249 305 338 1.98 0 0 1 232 9  12  3  4 
2 644 191 279 419 7.26 0 0 1 644 16  20  8  10 
3 124 206 254 305 1.01 0 0 1 124 13  18  6  8 
4 314 226 245 305 1.51 0 0 1 314 13  18  6  8 
5 213 178 284 333 1.04 0 0 1 212 16  22  8  10 
6 198 191 203 305 0.33 0 0 1 198 22  28  10  13 
7 745 198 243 297 2.35 0 0 1 745 16  21  8  10 
8 209 206 254 378 1.38 0 0 1 209 13  18  6  8 
9 1716 159 292 337 1.50 0 0 1 1716 20  24  10  12 
10 1906 116 233 308 2.43 0 0 1 1906 30  40  14  19 
11 520 116 267 356 2.98 0 0 1 520 28  36  12  16 
12 256 318 400 495 2.81 0 0 1 256 6  9  2  3 
90602132935 90602132935
