#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 113 232 235 311 12.68 0 0 1 113 15  20  6  8 
2 226 174 233 394 2.52 0 0 1 225 21  27  9  12 
3 3087 116 233 308 6.47 0 0 1 3087 30  40  14  19 
4 138 205 254 308 8.18 0 0 1 138 13  18  6  8 
5 383 232 233 311 12.50 0 0 1 383 15  20  6  8 
6 257 273 332 398 5.40 0 0 1 257 6  10  2  3 
7 415 318 400 495 7.50 0 0 1 415 6  9  2  3 
8 2490 165 254 295 3.60 0 0 1 2490 18  24  9  12 
9 345 289 200 343 5.83 0 0 1 345 15  19  7  9 
89429416940 82598501048
