#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 14
1 119 225 244 305 4.90 0 0 1 119 13  18  6  8 
2 71 292 206 414 7.85 0 0 1 71 13  17  5  7 
3 640 198 197 254 4.22 0 0 1 639 24  30  12  15 
4 1840 116 233 308 7.90 0 0 1 1840 30  40  14  19 
5 138 210 232 298 5.17 0 0 1 138 15  20  6  8 
6 202 206 254 378 4.50 0 0 1 202 13  18  6  8 
7 119 206 254 305 3.30 0 0 1 119 13  18  6  8 
8 134 174 233 394 3.08 0 0 1 132 21  27  9  12 
9 247 318 400 495 9.15 0 0 1 247 6  9  2  3 
10 224 254 298 332 4.42 0 0 1 222 12  12  6  6 
11 974 155 254 298 2.65 0 0 1 974 20  27  10  13 
12 1656 159 292 337 4.88 0 0 1 1656 20  24  10  12 
13 1484 165 254 295 4.40 0 0 1 1482 18  24  9  12 
14 7 335 406 500 8.92 0 0 1 6 4  4  2  2 
91492048692 80065756648
