#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 15
1 298 254 260 394 1.79 0 0 1 294 12  12  6  6 
2 153 268 338 406 3.25 0 0 1 153 6  10  2  3 
3 199 343 400 495 4.90 0 0 1 198 6  6  2  2 
4 1176 155 254 298 0.99 0 0 1 1176 20  27  10  13 
5 271 254 298 332 1.66 0 0 1 270 12  12  6  6 
6 334 116 233 311 2.91 0 0 1 334 30  40  14  19 
7 144 206 254 305 1.23 0 0 1 144 13  18  6  8 
8 212 220 170 343 1.29 0 0 1 212 23  30  10  13 
9 592 86 211 279 1.70 0 0 1 592 48  61  21  27 
10 692 155 292 397 1.31 0 0 1 692 20  24  10  12 
11 271 295 338 406 2.91 0 0 1 271 6  9  2  3 
12 597 216 235 337 3.12 0 0 1 597 15  20  6  8 
13 81 232 235 311 5.79 0 0 1 81 15  20  6  8 
14 230 191 203 305 0.40 0 0 1 230 22  28  10  13 
15 751 191 279 419 8.86 0 0 1 750 16  20  8  10 
87210299240 87210299240
