#camion 1
1 2572 16015 2743 20547.7 914 11176 10432.6 10115.1 2400 16000 2599
#pallet 4
1 800 1200 144 25
2 1000 1200 144 35
3 800 600 144 9.5
4 1000 600 144 14
#productos 9
1 307 206 254 305 2.64 0 0 1 307 13  18  6  8 
2 274 206 243 254 2.66 0 0 1 274 13  18  6  8 
5 359 335 406 500 6.99 0 0 1 358 4  4  2  2 
6 587 309 406 508 8.85 0 0 1 587 4  6  2  3 
7 104 298 268 446 6.73 0 0 1 104 8  12  4  6 
8 261 292 206 414 5.56 0 0 1 261 13  17  5  7 
9 605 157 338 487 4.08 0 0 1 605 15  20  5  6 
14 203 157 398 459 4.33 0 0 1 203 15  18  5  6 
15 187 343 400 495 7.67 0 0 1 186 6  6  2  2 
74318247052 74318247052
