#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5 2400 16000 2447
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 10
1 292 159 179 238 1.29 0 0 1 292 30  38  15  18 
2 2302 185 179 238 1.48 0 0 1 2301 24  30  12  15 
3 2022 135 213 317 1.71 0 0 1 2022 28  37  11  15 
4 372 159 235 311 2.10 0 0 1 372 25  30  11  13 
5 1571 135 213 316 1.71 0 0 1 1571 28  37  11  15 
6 1830 191 191 254 1.48 0 0 1 1830 24  30  12  15 
7 1135 184 146 198 0.90 0 0 1 1134 32  42  16  20 
8 1204 124 227 325 1.75 0 0 1 1204 30  40  14  19 
9 432 270 151 197 1.33 0 0 1 432 17  25  7  11 
10 678 167 286 316 1.72 0 0 1 678 18  22  8  10 
82251803409 82251803409
