#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 1937 159 292 337 1.60 0 0 1 1936 20  24  10  12 
2 179 273 332 398 2.16 0 0 1 179 6  10  2  3 
3 131 157 398 459 1.81 0 0 1 131 15  18  5  6 
4 2801 210 140 244 0.40 0 0 1 2801 29  38  14  18 
5 1139 155 254 298 0.87 0 0 1 1139 20  27  10  13 
6 727 191 279 419 7.74 0 0 1 726 16  20  8  10 
7 140 206 254 305 1.08 0 0 1 140 13  18  6  8 
8 2152 116 233 308 2.59 0 0 1 2152 30  40  14  19 
9 157 174 233 394 1.01 0 0 1 156 21  27  9  12 
89607611700 89607611700
