#camion 1
1 2572 14630 2743 20048.8 914 10668 10069.7 9979.0 2400 14600 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 128 116 267 356 18.82 0 0 1 128 28  36  12  16 
2 731 300 327 398 14.07 0 0 1 731 6  9  2  3 
3 407 318 400 495 17.35 0 0 1 407 6  9  2  3 
4 214 308 400 495 16.68 0 0 1 214 6  9  2  3 
5 414 273 327 398 13.60 0 0 1 414 6  10  2  3 
6 130 249 305 338 12.60 0 0 1 130 9  12  3  4 
7 62 159 292 337 9.55 0 0 1 62 20  24  10  12 
8 208 254 298 332 8.65 0 0 1 204 12  12  6  6 
9 33 210 338 406 7.92 0 0 1 33 11  14  3  4 
10 398 176 201 400 29.15 0 0 1 398 22  28  10  13 
11 40 295 338 406 15.20 0 0 1 40 6  9  2  3 
12 58 273 332 398 12.93 0 0 1 58 6  10  2  3 
77067125064 63037067424
