#camion 1
1 2572 16015 2743 20547.7 914 11176 10432.6 10115.1 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 197 206 254 305 6.60 0 0 1 197 13  18  6  8 
2 159 206 243 254 6.65 0 0 1 159 13  18  6  8 
3 412 335 406 500 17.48 0 0 1 412 4  4  2  2 
4 614 309 406 508 22.12 0 0 1 614 4  6  2  3 
5 54 298 268 446 16.83 0 0 1 54 8  12  4  6 
6 235 292 206 414 13.90 0 0 1 235 13  17  5  7 
7 542 157 338 487 10.20 0 0 1 542 15  20  5  6 
8 222 157 398 459 10.82 0 0 1 222 15  18  5  6 
9 194 343 400 495 19.18 0 0 1 194 6  6  2  2 
73480787492 65649418924
