#camion 1
1 2572 14630 2743 20048.8 914 10668 10069.7 9979.0 2400 14600 2599
#pallet 4
1 800 1200 144 25
2 1000 1200 144 35
3 800 600 144 9.5
4 1000 600 144 14
#productos 12
1 128 116 267 356 7.53 0 0 1 128 28  36  12  16 
2 731 300 327 398 5.63 0 0 1 731 6  9  2  3 
3 407 318 400 495 6.94 0 0 1 407 6  9  2  3 
4 214 308 400 495 6.67 0 0 1 214 6  9  2  3 
7 414 273 327 398 5.44 0 0 1 414 6  10  2  3 
8 130 249 305 338 5.04 0 0 1 130 9  12  3  4 
11 62 159 292 337 3.82 0 0 1 62 20  24  10  12 
14 208 254 298 332 3.46 0 0 1 204 12  12  6  6 
15 33 210 338 406 3.17 0 0 1 33 11  14  3  4 
16 398 176 201 400 11.66 0 0 1 398 22  28  10  13 
22 40 295 338 406 6.08 0 0 1 40 6  9  2  3 
25 58 273 332 398 5.17 0 0 1 58 6  10  2  3 
77067125064 77067125064
