#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 224 206 254 305 3.50 0 0 1 224 13  18  6  8 
2 224 152 305 467 22.50 0 0 1 224 16  20  5  6 
3 548 198 138 248 2.90 0 0 1 548 32  41  16  20 
4 1075 155 292 397 3.73 0 0 1 1074 20  24  10  12 
5 3107 159 292 337 5.20 0 0 1 3106 20  24  10  12 
6 1370 200 251 305 4.05 0 0 1 1370 16  21  8  10 
7 562 208 248 297 8.70 0 0 1 562 13  18  6  8 
8 14 335 406 500 9.50 0 0 1 14 4  4  2  2 
9 147 121 311 413 16.32 0 0 1 147 21  28  6  8 
92499084904 74404132944
