#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 13
1 2055 116 233 308 7.45 0 0 1 2055 30  40  14  19 
2 154 210 232 298 4.88 0 0 1 154 15  20  6  8 
3 171 273 332 398 6.23 0 0 1 171 6  10  2  3 
4 133 152 305 467 19.90 0 0 1 133 16  20  5  6 
5 133 225 244 305 4.62 0 0 1 133 13  18  6  8 
6 339 226 245 305 4.62 0 0 1 339 13  18  6  8 
7 1658 165 254 295 4.15 0 0 1 1656 18  24  9  12 
8 184 343 400 495 12.32 0 0 1 184 6  6  2  2 
9 401 254 155 248 3.60 0 0 1 401 21  27  9  11 
10 213 191 203 305 1.00 0 0 1 213 22  28  10  13 
11 29 278 364 389 6.88 0 0 1 29 6  10  2  3 
12 552 216 235 337 7.85 0 0 1 552 15  20  6  8 
13 678 300 327 398 6.88 0 0 1 678 6  9  2  3 
83014049626 79189057266
