#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 148 157 398 459 5.32 0 0 1 148 15  18  5  6 
2 251 206 243 254 3.00 0 0 1 251 13  18  6  8 
3 301 232 233 311 14.72 0 0 1 301 15  20  6  8 
4 212 92 249 330 5.67 0 0 1 212 37  46  17  21 
5 2424 116 233 308 7.62 0 0 1 2424 30  40  14  19 
6 296 295 338 406 7.50 0 0 1 296 6  9  2  3 
7 1540 210 338 406 4.47 0 0 1 1540 11  14  3  4 
8 474 254 155 248 3.67 0 0 1 474 21  27  9  11 
9 108 205 254 308 9.62 0 0 1 108 13  18  6  8 
10 167 268 338 406 8.38 0 0 1 167 6  10  2  3 
11 400 226 245 305 4.72 0 0 1 400 13  18  6  8 
12 232 220 170 343 3.33 0 0 1 232 23  30  10  13 
79523219398 75660687014
