#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 14
1 288 254 260 394 2.51 0 0 1 288 12  12  6  6 
2 139 206 254 305 1.73 0 0 1 139 13  18  6  8 
3 279 197 260 308 3.39 0 0 1 279 16  21  8  10 
4 371 114 208 279 2.79 0 0 1 371 37  45  16  20 
5 122 211 251 319 4.94 0 0 1 122 13  18  6  8 
6 188 254 308 508 12.62 0 0 1 188 9  10  3  3 
7 240 178 284 333 1.79 0 0 1 240 16  22  8  10 
8 157 174 233 394 1.62 0 0 1 156 21  27  9  12 
9 852 200 251 305 2.01 0 0 1 852 16  21  8  10 
10 288 318 400 495 4.81 0 0 1 288 6  9  2  3 
11 708 300 327 398 3.83 0 0 1 708 6  9  2  3 
12 1137 155 254 298 1.39 0 0 1 1137 20  27  10  13 
13 188 92 249 330 3.09 0 0 1 188 37  46  17  21 
14 262 254 298 332 2.32 0 0 1 258 12  12  6  6 
84599685300 84598372340
