#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 13
1 111 292 206 414 9.28 0 0 1 111 13  17  5  7 
2 252 254 308 508 28.32 0 0 1 252 9  10  3  3 
3 323 289 200 343 8.38 0 0 1 323 15  19  7  9 
4 176 211 300 333 6.15 0 0 1 176 13  17  6  8 
5 388 318 400 495 10.80 0 0 1 388 6  9  2  3 
6 247 200 237 251 8.58 0 0 1 247 20  25  8  10 
7 41 278 364 389 8.62 0 0 1 41 6  10  2  3 
8 899 155 292 397 4.12 0 0 1 898 20  24  10  12 
9 188 225 244 305 5.78 0 0 1 188 13  18  6  8 
10 1529 155 254 298 3.12 0 0 1 1529 20  27  10  13 
11 776 216 235 337 9.83 0 0 1 776 15  20  6  8 
12 199 268 338 406 10.25 0 0 1 199 6  10  2  3 
13 458 198 138 248 3.23 0 0 1 458 32  41  16  20 
88861858120 81329305552
