#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 398 226 245 305 1.68 0 0 1 398 13  18  6  8 
2 1279 155 254 298 0.90 0 0 1 1279 20  27  10  13 
3 108 205 254 308 3.41 0 0 1 108 13  18  6  8 
4 752 155 292 397 1.20 0 0 1 752 20  24  10  12 
5 816 191 279 419 8.08 0 0 1 816 16  20  8  10 
6 231 220 170 343 1.17 0 0 1 231 23  30  10  13 
7 162 191 244 324 2.42 0 0 1 162 16  21  8  10 
8 83 294 303 405 8.22 0 0 1 83 6  10  2  3 
9 295 249 305 338 2.20 0 0 1 295 9  12  3  4 
10 182 210 232 298 1.77 0 0 1 182 15  20  6  8 
11 2175 159 292 337 1.67 0 0 1 2174 20  24  10  12 
12 300 232 233 311 5.22 0 0 1 300 15  20  6  8 
90756827640 90756827640
