#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 13
1 198 174 233 394 1.20 0 0 1 198 21  27  9  12 
2 165 157 398 459 2.14 0 0 1 165 15  18  5  6 
3 737 116 267 356 3.76 0 0 1 736 28  36  12  16 
4 352 197 260 308 2.50 0 0 1 352 16  21  8  10 
5 330 254 298 332 1.71 0 0 1 330 12  12  6  6 
6 99 232 235 311 6.00 0 0 1 99 15  20  6  8 
7 2431 159 292 337 1.89 0 0 1 2430 20  24  10  12 
8 726 216 235 337 3.23 0 0 1 726 15  20  6  8 
9 225 273 332 398 2.56 0 0 1 225 6  10  2  3 
10 440 208 248 297 3.17 0 0 1 440 13  18  6  8 
11 231 230 281 371 1.87 0 0 1 230 12  16  6  8 
12 187 268 338 406 3.37 0 0 1 187 6  10  2  3 
13 720 86 211 279 1.76 0 0 1 720 48  61  21  27 
90758103722 90758103722
