#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 291 211 251 319 8.45 0 0 1 291 13  18  6  8 
2 634 232 233 311 13.70 0 0 1 634 15  20  6  8 
3 998 254 155 248 3.43 0 0 1 998 21  27  9  11 
4 20 335 406 500 8.03 0 0 1 20 4  4  2  2 
5 665 197 260 308 5.80 0 0 1 665 16  21  8  10 
6 1592 155 292 397 3.15 0 0 1 1592 20  24  10  12 
7 187 232 235 311 13.90 0 0 1 187 15  20  6  8 
8 1997 198 243 297 6.88 0 0 1 1997 16  21  8  10 
9 426 273 332 398 5.93 0 0 1 426 6  10  2  3 
87106605148 76278441584
