#camion 1
1 2489 16015 2591 20729.2 914 12369 10432.6 10296.5 2400 16000 2447
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 15
1 529 159 235 311 5.70 0 0 1 529 25  30  11  13 
2 2393 167 286 316 4.70 0 0 1 2392 18  22  8  10 
3 2543 185 179 238 4.28 0 0 1 2541 24  30  12  15 
4 1607 184 146 198 2.42 0 0 1 1606 32  42  16  20 
5 503 191 191 254 4.03 0 0 1 501 24  30  12  15 
6 143 124 227 325 4.77 0 0 1 143 30  40  14  19 
7 783 270 151 197 3.60 0 0 1 783 17  25  7  11 
8 101 238 179 185 4.17 0 0 1 99 18  24  9  12 
9 158 118 180 241 2.52 0 0 1 158 41  52  20  26 
10 803 273 155 201 3.60 0 0 1 803 17  24  7  10 
11 453 135 213 317 4.65 0 0 1 453 28  37  11  15 
12 196 135 213 316 4.65 0 0 1 196 28  37  11  15 
13 143 136 278 402 8.58 0 0 1 142 20  28  10  14 
14 147 156 227 305 5.70 0 0 1 147 25  32  11  14 
15 460 159 179 238 3.50 0 0 1 460 30  38  15  18 
79465215543 56332930829
