#camion 1
1 2489 16015 2591 20729.2 914 11176 10432.6 10296.5 2400 16000 2447
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 9
1 1476 95 203 270 1.68 0 0 1 1476 46  56  22  26 
2 1363 93 235 311 3.00 0 0 1 1363 42  52  17  22 
3 3251 143 227 305 4.68 0 0 1 3251 27  33  11  14 
4 1099 186 203 333 4.47 0 0 1 1099 22  28  10  13 
5 1767 167 180 241 3.40 0 0 1 1767 26  33  12  15 
6 1365 191 191 254 3.93 0 0 1 1365 24  30  12  15 
7 242 146 244 365 4.35 0 0 1 242 23  27  11  13 
8 225 87 241 359 3.47 0 0 1 225 40  53  20  26 
9 1205 144 235 311 4.68 0 0 1 1205 26  33  11  14 
80658605288 51602536682
