#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 12
1 149 191 244 324 6.78 0 0 1 149 16  21  8  10 
2 299 254 260 394 4.55 0 0 1 294 12  12  6  6 
3 871 198 243 297 7.30 0 0 1 871 16  21  8  10 
4 272 295 338 406 7.43 0 0 1 272 6  9  2  3 
5 154 268 338 406 8.30 0 0 1 154 6  10  2  3 
6 145 225 244 305 4.68 0 0 1 145 13  18  6  8 
7 136 157 398 459 5.27 0 0 1 136 15  18  5  6 
8 1416 210 338 406 4.42 0 0 1 1416 11  14  3  4 
9 753 191 279 419 22.57 0 0 1 752 16  20  8  10 
10 335 116 233 311 7.43 0 0 1 335 30  40  14  19 
11 77 294 303 405 22.95 0 0 1 77 6  10  2  3 
12 249 178 284 333 3.25 0 0 1 248 16  22  8  10 
79803663790 76455397426
