#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 14
1 306 208 248 297 8.70 0 0 1 306 13  18  6  8 
2 620 157 338 487 5.55 0 0 1 620 15  20  5  6 
3 210 178 284 333 3.62 0 0 1 210 16  22  8  10 
4 1195 210 338 406 4.92 0 0 1 1195 11  14  3  4 
5 160 200 237 251 7.72 0 0 1 160 20  25  8  10 
6 130 268 338 406 9.25 0 0 1 130 6  10  2  3 
7 137 174 233 394 3.30 0 0 1 135 21  27  9  12 
8 7 335 406 500 9.50 0 0 1 6 4  4  2  2 
9 65 294 303 405 25.58 0 0 1 65 6  10  2  3 
10 1881 116 233 308 8.40 0 0 1 1881 30  40  14  19 
11 747 200 251 305 4.05 0 0 1 747 16  21  8  10 
12 164 92 249 330 6.25 0 0 1 164 37  46  17  21 
13 114 211 300 333 5.55 0 0 1 114 13  17  6  8 
14 996 155 254 298 2.80 0 0 1 996 20  27  10  13 
81630212358 78860458830
