#camion 1
1 2572 16015 2743 20956.0 914 11176 10523.3 10432.6 2400 16000 2599
#pallet 4
1 800 1200 144 25.0
2 1000 1200 144 35.0
3 800 600 144 9.5
4 1000 600 144 14.0
#productos 13
1 118 152 305 467 19.25 0 0 1 118 16  20  5  6 
2 635 198 197 254 3.85 0 0 1 633 24  30  12  15 
3 163 343 400 495 11.92 0 0 1 162 6  6  2  2 
4 70 292 206 414 7.18 0 0 1 70 13  17  5  7 
5 204 289 200 343 6.47 0 0 1 204 15  19  7  9 
6 204 178 284 333 3.10 0 0 1 204 16  22  8  10 
7 133 174 233 394 2.82 0 0 1 132 21  27  9  12 
8 1085 273 327 398 8.12 0 0 1 1085 6  10  2  3 
9 1824 116 233 308 7.20 0 0 1 1824 30  40  14  19 
10 226 232 233 311 13.90 0 0 1 226 15  20  6  8 
11 1471 165 254 295 4.00 0 0 1 1470 18  24  9  12 
12 159 92 249 330 5.35 0 0 1 159 37  46  17  21 
13 126 268 338 406 7.90 0 0 1 126 6  10  2  3 
82221971744 77080275906
